idEmpleado	idDepartamento	ventas	importe	
22931	10	45	1420.87345845107	
9515	1	23	756.972226554981	
8707	2	29	931.946654232194	
15476	1	6	259.078914755526	
24553	8	20	671.242583520358	
13043	1	39	1241.44905692034	
8275	5	5	216.933964703667	
12648	7	13	451.820482039741	
26101	9	20	671.378678880343	
17302	3	46	1465.2171549691	
13075	1	24	787.882237726768	
9806	3	13	461.424184842698	
11137	4	37	1188.27219906648	
26587	8	47	1488.66881156744	
22103	3	3	170.162689020002	
8219	4	30	965.880985896048	
20142	5	48	1534.45522662925	
16103	9	38	1230.90205722996	
24508	5	38	1233.83958240684	
9058	1	9	337.81116061742	
25742	3	14	497.520835780316	
23347	2	28	919.943851511899	
20969	1	37	1174.68168533159	
11440	9	13	449.899125122418	
26603	1	9	341.073182607569	
8490	10	19	644.453912975478	
26886	9	9	334.500472068088	
16127	7	4	187.812729341822	
20969	1	15	529.857341893882	
17183	4	44	1388.63359393023	
13221	6	42	1344.24992128473	
10793	10	22	720.553311929364	
11421	1	46	1448.22929326828	
13966	9	3	143.188145301858	
14047	2	8	316.802354080976	
8094	8	45	1418.25762080879	
27935	3	33	1059.59495776314	
19831	2	42	1333.47551866131	
17065	2	36	1148.50034629391	
17791	6	30	971.815535059113	
23465	8	30	986.400176000968	
21669	2	48	1524.58738722121	
11224	6	19	654.945734299228	
14559	5	4	184.790096965055	
24782	8	31	993.823645689443	
11273	1	22	731.473818277695	
14750	10	2	118.903995174404	
17349	6	26	862.011512695817	
13033	2	13	474.076231752558	
11614	3	5	209.189030439215	
25166	4	12	424.422777008462	
18016	7	24	794.352547970765	
26124	1	36	1171.94031702911	
9716	1	17	566.606728623904	
28363	8	12	423.125048812071	
9413	3	17	580.929606939168	
18988	1	37	1182.29054122339	
21210	3	16	562.047529109776	
9836	9	48	1518.00573214796	
25057	4	1	106.78867054488	
11018	3	30	986.948584852251	
15245	8	1	109.121235361845	
29157	8	48	1521.96314014586	
10906	7	27	882.745084950116	
14905	9	4	200.967233684364	
9009	9	3	147.328925797403	
8088	4	18	613.194891574418	
12549	7	35	1125.08405376462	
29332	7	39	1251.86645748646	
15305	3	9	351.905068211213	
24393	9	47	1506.28602813291	
27301	6	7	280.979707967946	
20800	6	3	162.401710936055	
15564	10	9	342.024047347728	
9857	5	29	951.410984616452	
11826	1	17	572.933448559108	
28067	4	9	344.998117212671	
15286	10	33	1069.89158836654	
13608	1	33	1056.07547943298	
19069	1	38	1209.59936432987	
19473	3	18	605.549917801074	
13689	5	33	1072.48895937227	
17402	6	41	1313.73649758926	
12826	7	11	400.668311454667	
21372	9	32	1044.21081692176	
13641	8	19	629.897373313968	
8457	8	36	1148.61299490026	
10548	7	30	961.622564644377	
21473	2	41	1320.06309648979	
14064	4	42	1335.87274714181	
9204	8	8	315.967079585403	
20954	8	17	577.547428653365	
11942	5	44	1415.46978651335	
22418	5	35	1121.71167574903	
28181	9	50	1584.86695020686	
19396	1	29	957.278940639123	
18042	10	1	82.6242470753492	
24208	5	43	1372.20064934911	
27896	3	50	1583.82286328069	
27818	9	28	926.494719892039	
10859	10	4	198.278926703277	
16045	1	17	593.81994140978	
13636	4	38	1210.14505520935	
17297	9	5	202.171163541345	
18633	7	8	302.903002306308	
24283	3	5	223.443069040516	
10811	9	21	711.950837034709	
14906	3	28	909.916269681378	
29021	5	38	1215.19574400745	
19166	3	46	1450.19160025296	
17672	7	8	315.931489726497	
14845	1	4	192.398952856846	
