idEmpleado	idDepartamento	ventas	importe	
23784	3	46	1453.25518765173	
12204	2	4	184.114197541081	
21564	9	49	1547.23634888755	
11622	5	24	806.777320768115	
8976	9	25	837.852158526821	
9259	6	23	769.321833275874	
25879	8	15	527.820205040192	
13191	4	25	816.43631589433	
25730	2	11	401.332868300999	
21439	9	19	657.070311986408	
26331	7	24	783.513936094713	
11670	5	37	1182.62386578257	
8097	1	2	130.515430481413	
13442	9	4	194.738750026905	
12645	6	10	376.288680534944	
22692	5	13	469.628388392566	
23505	10	13	466.156060502937	
27527	8	25	814.472650631551	
25107	4	28	920.866881814258	
18183	8	33	1081.64910828772	
27091	7	22	732.030942333877	
17166	9	3	144.727864295583	
28223	8	45	1436.72795139101	
22633	7	44	1393.42645620621	
28053	6	34	1083.493819108	
28878	7	12	421.257533217435	
10892	4	45	1421.36071081337	
19028	9	23	750.271077691704	
16582	4	32	1026.6895383907	
12735	10	1	96.0571276471285	
13148	8	28	926.438027530181	
17099	7	23	751.987194471055	
29454	10	45	1432.02677961068	
10512	10	19	657.067538805803	
17254	10	2	135.696575555809	
14442	9	26	862.700132086268	
14439	4	38	1218.97120502729	
28044	8	47	1497.27920043156	
28720	9	29	954.889077579085	
15133	4	49	1547.8608312215	
17634	3	47	1489.81143204952	
8013	1	46	1477.33351582537	
20922	4	34	1108.42251501438	
21306	9	16	553.027127121122	
8169	1	1	105.620106880376	
8654	3	41	1318.76153411286	
19124	7	29	932.938355790888	
16907	5	38	1207.36299448058	
8075	9	37	1190.40585860163	
12549	7	40	1291.90363810021	
10214	2	30	973.193502879326	
15794	3	24	789.67324383076	
16357	6	40	1292.75747761724	
10235	10	20	662.118909220267	
20188	8	10	359.085659514687	
19145	5	44	1388.52732335614	
16616	2	9	347.386246150074	
20526	4	6	233.809892681339	
19599	8	41	1323.28350166012	
11659	1	14	496.594625309387	
27292	6	29	947.961122462508	
11283	7	43	1377.54912734849	
23262	7	44	1389.74677750363	
9958	5	11	385.275740653871	
29302	6	42	1330.63228445623	
20161	6	2	111.526741623658	
20331	3	42	1350.5970861719	
20539	2	33	1073.44789167561	
12254	8	2	139.042174471096	
19101	3	34	1113.58854844868	
18476	6	26	850.657183365271	
14420	6	17	568.876860071382	
24612	5	46	1459.58357305247	
9088	7	30	973.006050592757	
12826	7	37	1191.83767623819	
18516	6	26	854.697426508505	
27094	6	19	636.3053492812	
25575	10	30	963.700824269886	
18083	4	43	1367.80634932583	
10279	7	43	1364.73228499514	
20845	8	34	1088.31917742655	
29894	2	8	293.997716332785	
14203	2	36	1159.86521909007	
24131	10	42	1334.78590029049	
18223	4	22	722.863624767802	
17648	8	5	216.764783699422	
26111	4	33	1059.22971685381	
20841	4	26	849.90787039041	
17650	2	10	377.981879291116	
21997	2	9	347.169252199665	
22159	7	17	595.313885936194	
20856	6	33	1065.16131234596	
16599	6	6	253.995698771437	
24261	1	16	538.294452269699	
21158	10	20	679.899708758993	
23559	9	4	192.262304701033	
17238	9	3	167.586738321738	
10972	10	24	803.146774360513	
8016	3	25	822.394842664895	
25098	2	50	1594.09336525672	
19212	3	49	1568.16444794096	
13702	7	46	1459.49046411528	
16434	1	36	1148.32082000949	
11033	7	3	156.817310152956	
29228	4	15	521.246454734936	
15994	4	14	484.316642807944	
14365	7	28	930.089670778294	
11209	3	11	399.751427024487	
23186	7	33	1070.28123298207	
8011	2	34	1104.38823300618	
15914	8	25	832.221974074944	
20622	1	30	983.685421880188	
29159	10	13	466.003543355504	
28870	3	49	1558.55121666498	
14807	1	31	1008.27544788284	
29880	5	22	733.963406129723	
18229	9	8	297.683908258418	
16099	1	2	134.960877213143	
18604	10	39	1262.41211588607	
21574	4	37	1193.86750075681	
19021	3	19	652.297024769847	
15562	4	17	580.689215781488	
17203	5	23	775.466012384494	
25917	2	44	1391.87292227143	
13445	3	18	598.274662512482	
10812	6	43	1385.49587101932	
19236	3	11	394.881161299944	
25946	9	31	1001.28912078277	
29214	3	10	373.106341833764	
25628	7	33	1079.57537153716	
16275	5	23	767.110688186768	
8666	6	45	1433.15857492069	
28863	9	5	221.305981604991	
10759	8	43	1373.71298406912	
20660	7	44	1396.56783705417	
16978	5	38	1228.82871331127	
29183	9	22	745.6768963233	
15646	3	33	1083.04790893712	
14156	9	27	893.539445555554	
20421	2	8	318.546981959858	
27558	10	27	886.675112921128	
26986	10	22	739.478289829324	
20142	5	43	1379.62663740834	
16952	9	27	873.593646284935	
27135	5	35	1114.94727812472	
23237	2	38	1211.62846405601	
13964	9	20	679.157768990452	
13137	8	8	295.444482106457	
9363	6	35	1130.01900438686	
17634	3	49	1545.93630262927	
13661	8	47	1494.57839644262	
15593	2	2	112.625861108595	
19910	1	35	1140.73465847444	
24896	7	38	1228.52734190809	
28607	5	31	1021.79634048687	
16404	4	33	1067.47523215947	
11016	8	23	764.024451730784	
19890	2	42	1356.44789773805	
15743	9	36	1158.54264764047	
20572	9	22	735.750583715621	
9641	4	3	169.435481508	
15514	1	48	1528.80054999553	
16000	7	1	106.645085190723	
11862	7	50	1590.70586144491	
24481	3	12	417.277544819413	
9196	8	31	999.063399154257	
27531	3	26	842.379440275198	
21688	9	21	692.290559286387	
20148	5	6	241.983379610806	
20339	1	43	1379.44673457157	
19772	10	50	1588.28650980642	
25589	5	25	814.635999321302	
26945	1	26	841.421431657589	
25718	4	32	1023.86513392621	
15669	1	11	387.192387835678	
28884	7	48	1512.81873494052	
9818	4	24	801.062578373152	
8476	2	47	1501.87236609956	
20542	6	10	356.92564414671	
19186	3	30	986.646198456477	
8909	2	24	786.338102028863	
9744	6	4	179.436679193488	
16557	9	46	1471.27011639591	
