idEmpleado	idDepartamento	ventas	importe	
11276	4	39	1244.58989983638	
17201	3	13	458.852837709176	
9021	8	47	1496.47834720857	
22709	4	37	1200.59253662852	
21320	1	36	1157.39379493398	
10282	3	34	1106.95032346386	
25330	6	11	402.03525804078	
24458	7	6	254.845076284765	
19105	3	2	124.601604437736	
18822	8	48	1510.09939282672	
8930	8	13	471.438057195134	
16124	8	27	880.825626366225	
17881	6	20	676.858332286057	
9014	3	5	207.517693660929	
13359	3	16	544.887878142711	
22767	3	47	1498.99993280834	
14262	6	30	981.264195973642	
16476	4	34	1091.30536703919	
17954	8	45	1420.38111767749	
14181	9	15	515.848642716114	
18137	7	22	747.577651863721	
15315	5	50	1577.55125447062	
9486	3	48	1525.63255850488	
27728	4	36	1163.82580442532	
29689	2	40	1274.59437127905	
26558	6	21	709.738667751541	
20326	6	27	870.519982571956	
10594	7	19	640.183456912722	
9160	6	33	1067.20370040611	
25181	1	33	1078.44212097975	
21954	10	49	1540.26243385871	
14494	1	3	147.727876635142	
10126	2	38	1227.5348589325	
26192	3	12	442.068283130447	
9364	6	37	1188.63886407979	
23469	10	2	115.009145827503	
20726	1	43	1366.92558843965	
9175	9	50	1569.64899847733	
15137	1	41	1314.56230519086	
9308	3	25	836.177439147689	
11727	5	22	732.635556577069	
21216	4	39	1245.15064997838	
28334	5	25	813.878426260258	
28064	5	50	1575.49195269844	
29510	10	48	1537.09824186615	
27167	4	9	323.993386926126	
29139	8	13	458.076519844158	
13607	1	46	1452.69259933973	
10541	1	14	485.546152035494	
26712	6	15	516.085516082163	
21405	7	16	564.562014008203	
20516	10	48	1539.10865553613	
21859	5	27	876.642536109613	
26893	10	32	1046.77592829185	
14751	9	17	584.031386088594	
26486	5	40	1267.03864536576	
18562	3	15	533.220279204296	
26919	7	11	412.652542783251	
8994	4	48	1525.99816534948	
24300	8	15	527.655127182442	
12239	8	8	316.430340891904	
9637	4	43	1361.85180112806	
13555	6	24	787.641375878659	
29115	9	19	646.15948345799	
19437	8	50	1569.836958968	
21137	9	11	403.710180559992	
23817	2	39	1253.29076743372	
17655	4	8	314.790049155611	
15658	1	18	618.878829581141	
14390	8	15	509.878732315208	
28733	6	5	212.074344368686	
11538	1	31	1011.61519749631	
18371	2	43	1376.74306184833	
28781	7	20	664.203678529805	
23068	9	43	1383.21308613904	
27106	9	34	1102.42700188534	
12951	2	26	843.672828210365	
15254	4	49	1550.14060580644	
20523	1	38	1226.72756255918	
19671	6	32	1030.60098435292	
13106	4	9	331.662147907383	
19145	5	31	1017.82738323222	
27469	2	6	234.637304877228	
14335	3	19	631.118184323943	
24989	7	17	593.880106971543	
29326	1	1	81.1537783225783	
25748	7	27	871.085340525529	
17104	7	6	260.758930640649	
16238	9	46	1458.03689704185	
20223	5	48	1521.60021871403	
22709	4	37	1181.78886662321	
17653	6	32	1034.2730456564	
22399	10	2	123.650833127858	
12749	4	26	866.90717800842	
11971	6	18	599.747098255785	
11547	7	30	970.783755449012	
11533	3	16	537.509274099725	
9871	8	6	247.718942802269	
21090	2	1	85.6549937304365	
14176	2	38	1213.38806130615	
18707	8	20	670.702619492404	
26519	3	5	223.286470688547	
21186	10	28	913.813769758592	
27039	8	50	1575.66741972029	
25014	10	11	384.011171713477	
23656	1	36	1152.94681651189	
17493	4	6	242.365593687801	
16465	10	7	292.438857579808	
17483	7	39	1263.56284215281	
28576	2	33	1081.60438420326	
20161	6	14	503.365817155394	
28839	5	17	583.079673397858	
8299	10	24	785.924980224075	
19199	10	17	575.397180996554	
26878	4	7	275.992979275059	
28922	3	27	898.602957659682	
28981	2	38	1207.21449625083	
12102	5	6	236.523191554715	
23701	5	2	132.279376486446	
29866	2	49	1568.68318064543	
16747	7	35	1132.62484003446	
8848	2	33	1072.53183679307	
22642	8	13	456.753152113759	
27652	3	21	697.278610867112	
23133	1	28	928.089865692002	
22352	10	23	777.801298712288	
17140	10	30	967.964364368452	
26666	2	17	589.835883839911	
16903	8	3	144.45658027402	
9549	7	14	492.429330690033	
17539	7	19	644.917727785612	
10241	8	20	675.953885408097	
28250	6	49	1544.485612076	
26687	2	1	93.3395012530217	
11371	1	12	439.898364860517	
27106	9	4	188.375677218836	
10291	1	4	184.01361347363	
29195	5	6	258.969885156942	
26901	7	9	327.107012610467	
27427	8	32	1040.93329045965	
22396	4	45	1438.78818463478	
10742	10	20	658.646482945721	
24363	6	18	597.196088487839	
28160	7	13	456.432512838595	
12214	5	34	1098.23440155864	
12687	1	20	678.709193225349	
16476	4	9	328.348065432323	
10238	2	36	1148.2536521313	
21219	2	20	670.914198733361	
16227	1	41	1301.1441405961	
27012	7	43	1363.56925919818	
28440	3	10	380.986082545009	
10900	2	4	195.439566315822	
29732	9	2	116.97181308501	
20847	7	3	160.763221271691	
16572	9	37	1198.17078269933	
18165	4	43	1366.53331857479	
17458	3	8	296.53515889148	
20303	3	22	727.577554028285	
17128	5	38	1206.20987300119	
17393	5	7	264.982452143441	
23264	9	39	1252.52970984789	
13216	1	5	227.982277305789	
28169	8	26	851.133511462777	
28725	8	15	516.686656417645	
14810	6	45	1427.4119317473	
19498	2	19	638.594061321856	
21118	3	23	772.585478971054	
27907	1	5	215.498816136037	
10997	4	3	167.617302056224	
26032	5	24	794.589344186051	
18840	7	32	1028.24461109389	
24081	6	48	1509.41617894425	
11339	9	21	691.346086026796	
13585	6	5	209.894996010649	
25705	10	16	553.978357088742	
14133	4	16	555.335748305235	
16185	10	1	80.3206392751637	
21669	2	37	1199.04420930848	
