idEmpleado	idDepartamento	ventas	importe	
24184	1	5	215.685018438699	
19368	5	1	91.8437553624826	
22751	7	32	1034.8316546878	
26919	7	36	1168.12784133857	
18165	4	38	1225.27426445171	
28011	6	20	666.551463281061	
11365	10	25	822.796043615228	
12516	5	26	850.214322419006	
18796	3	1	98.0907920087179	
16465	10	16	540.470580114271	
22770	7	26	859.864402031463	
24222	1	20	677.73827211826	
26554	4	36	1148.5983291774	
28497	4	24	782.470565467361	
9113	3	36	1151.75063570577	
13426	10	6	254.422549165051	
21358	9	3	158.723446428181	
17325	10	9	351.368592954878	
28972	2	18	617.927922372673	
16045	1	22	722.000515834429	
14453	8	36	1159.38063515321	
18826	9	45	1429.85268033568	
16705	8	13	452.024305859592	
26513	9	32	1028.27160890599	
18391	5	49	1539.59971164335	
20405	7	39	1238.09818698005	
29195	5	24	789.411941277521	
18911	2	6	238.110656253114	
28059	7	40	1293.08766022934	
29124	2	48	1523.00225544861	
28643	9	1	88.9462558594282	
26225	10	37	1198.97518556517	
25748	7	43	1360.01205485315	
19957	2	12	435.946547107746	
13237	5	16	555.638482941146	
23621	6	13	472.841131572072	
21231	5	2	136.863242302492	
27234	8	20	684.897311462507	
25157	2	5	222.607798791774	
24354	1	50	1577.12710364588	
28848	1	50	1587.83070098042	
23592	7	15	518.765649329296	
29832	8	4	184.609128173724	
28590	6	33	1061.25575744605	
20201	6	23	750.214273496631	
20373	4	37	1183.59136394392	
9979	7	47	1494.83652661314	
28277	5	16	541.785902931255	
10581	9	7	269.953605583847	
8682	1	9	329.745451179215	
15115	5	15	508.134842677105	
8566	4	43	1368.82744037026	
28602	4	43	1374.98434864682	
9159	6	23	779.034709361864	
26185	10	34	1109.67770765986	
29548	9	11	385.832338103015	
26818	1	39	1239.81944950289	
9515	1	1	86.5600457818061	
19857	2	38	1228.52812969523	
26029	9	50	1587.17607747166	
13189	6	46	1477.13952200354	
23491	10	20	664.685387362114	
12821	2	36	1157.12666218967	
27973	6	4	175.088536560111	
9868	9	15	531.524324254843	
17208	7	39	1260.88921646629	
17352	6	28	917.726217265113	
11450	7	24	792.651782069659	
23349	8	8	306.832082526214	
15619	3	23	758.9095041337	
9530	1	4	197.559306862559	
15116	3	33	1073.82613496567	
22376	6	5	208.760794163105	
16465	10	19	640.800818726793	
10135	2	22	734.169814854008	
22714	1	22	720.614985823918	
24829	2	41	1325.24355216196	
27569	9	30	990.768548413538	
15675	2	10	358.057335409362	
28520	7	12	436.008347699423	
24972	2	42	1343.26166036691	
14721	9	9	327.626038346265	
23723	6	49	1568.15705066927	
17766	6	32	1043.34220905013	
24641	1	34	1094.8674127715	
27374	3	8	320.118815489169	
21509	2	45	1423.99083691835	
12852	6	20	660.977345491283	
9482	4	28	926.268839447884	
15295	1	6	249.806144838131	
27825	7	25	833.021682069181	
17698	8	2	130.303196520686	
27724	6	33	1056.36918176728	
9738	9	6	235.431721320111	
9516	1	4	179.987581642339	
17896	5	31	1003.14531361831	
23505	10	30	961.638987139631	
26632	4	1	89.5205916136133	
9612	4	18	609.731433191212	
20795	10	34	1089.32505703034	
24736	5	9	345.86514667881	
8647	1	24	782.184744543482	
11576	3	8	314.953820405041	
9957	4	34	1111.04410145015	
29302	6	5	212.186144316656	
21106	1	32	1034.30870771143	
20942	2	39	1240.06664620715	
25798	4	25	814.18352992003	
16705	8	2	124.864894507856	
26170	10	13	469.062721835944	
15766	6	20	660.588785941055	
28766	9	9	329.050901089353	
20526	4	42	1328.50271037244	
15833	7	27	872.519781995807	
29220	8	9	323.914417104756	
28755	1	38	1229.51348365728	
20475	5	21	696.528336692847	
24786	7	4	193.78445313954	
21547	8	20	680.221123788609	
17988	9	7	291.405508765674	
28793	10	45	1436.89837954794	
19684	8	9	336.74887177383	
29438	6	46	1466.38294262177	
20082	10	2	137.025937688083	
13880	1	48	1525.88782206452	
14085	3	3	147.256110341873	
21986	4	1	97.4569531983961	
12595	7	50	1573.32907284299	
16891	6	16	540.813237084455	
26703	5	42	1331.0245012357	
10997	4	43	1358.97599868429	
25042	2	41	1315.72296054835	
27308	1	13	461.037115222326	
21097	8	26	868.732278379021	
16876	10	3	170.143201020613	
24896	7	19	641.076915823425	
8468	4	1	92.6722179412247	
13129	6	16	537.112949219119	
14402	8	28	911.15606473347	
28832	9	2	140.558705060072	
17593	9	20	680.052169282014	
14597	3	21	689.80730699832	
19056	10	18	616.112450983428	
20726	1	16	537.20611761194	
14484	7	37	1189.21735889708	
28983	3	17	583.970780979828	
9229	1	11	401.800486148242	
18813	3	7	263.849399771471	
17437	9	48	1511.51730421536	
28103	5	16	550.474097985064	
26132	3	11	386.616976925459	
13771	9	26	847.854534000091	
11663	2	31	1009.299467825	
25440	5	11	398.325924425538	
18089	1	39	1252.4266774824	
8262	1	1	89.1162749049795	
15682	9	28	915.801801921707	
26986	10	6	257.927882716957	
25575	10	37	1185.15627938563	
19114	9	3	144.930033974783	
12508	4	31	1016.85175451303	
11966	2	40	1266.73757336416	
24213	9	9	353.370292835576	
27643	1	11	393.840393272154	
25682	4	21	710.086723151657	
28611	2	29	944.865825392709	
25506	5	46	1468.01378586703	
22521	2	16	539.770431993422	
21481	4	24	782.376580975194	
17963	7	40	1282.83750128133	
25548	3	38	1216.84126571605	
8402	8	6	239.415387473728	
14218	10	27	882.62838840607	
18866	1	18	619.662418728537	
11785	7	38	1211.35333948366	
28040	5	25	827.09107254962	
17839	9	41	1320.6364207904	
24589	2	31	1009.17682500983	
19226	10	16	547.808578791008	
8121	2	31	1021.91704108469	
15520	6	42	1345.45562419363	
