idEmpleado	idDepartamento	ventas	importe	
18322	1	6	242.130210251608	
13229	4	3	144.093111708804	
9895	5	13	466.590594829335	
25467	5	44	1395.36045027681	
28169	8	43	1384.99476266326	
26892	8	29	945.774855309061	
25133	9	32	1045.70348385987	
20082	10	46	1465.92093059138	
29238	5	9	351.336836568702	
19471	4	29	950.622769962355	
27167	4	39	1242.65735676636	
17308	6	31	1012.84835758286	
10185	1	21	711.548531200527	
11311	8	17	588.470893627252	
9572	4	23	766.576014294557	
9160	6	23	776.628573861266	
12020	3	14	485.247787388623	
28732	2	5	204.026277681825	
27724	6	40	1282.77896579484	
15465	9	35	1129.37475942512	
9025	9	20	682.643714343497	
20123	8	19	639.876808822098	
27303	10	24	796.904568484474	
15088	4	7	276.841501051952	
21324	5	14	487.264950688586	
10224	2	1	84.8955103032736	
23310	10	32	1023.42848043117	
9193	9	27	895.295165449053	
25589	5	36	1160.96473848492	
26767	3	4	174.900072819972	
20201	6	41	1321.08037246441	
21643	6	39	1246.3093609951	
19532	7	37	1186.55816677332	
25660	4	14	496.377670288262	
8100	2	14	496.211773499945	
19607	1	23	772.287035050004	
15324	3	26	847.554277390034	
18859	6	48	1531.3219593518	
27052	10	41	1309.36668266978	
24859	3	3	167.248402502038	
21312	9	42	1333.72494919865	
27970	2	17	577.608441457901	
27583	2	39	1262.14065774444	
11235	3	34	1083.93672323038	
24135	10	3	157.018445728821	
27770	9	19	650.359006119128	
14390	8	12	439.274635631253	
10933	10	19	641.063936092455	
20856	6	3	145.603778839858	
23973	3	43	1368.73838503321	
11941	3	21	707.533976429856	
13722	6	2	137.205843356068	
15245	8	14	505.456518579953	
12832	8	26	870.336522306472	
15693	8	10	359.544009361204	
21585	4	37	1202.25340142951	
11590	2	29	947.188543224329	
27091	7	7	269.749093777383	
24026	3	30	988.095499588221	
9354	6	43	1380.09925235999	
9609	8	48	1522.34637487789	
27899	6	5	230.408318410818	
27754	2	11	384.956192106454	
23510	5	6	256.43676374873	
10983	7	38	1229.54239749794	
29059	7	50	1596.34799577126	
28472	1	45	1426.29019080954	
19100	5	8	295.170860912265	
9899	8	4	172.259120127307	
26176	7	50	1594.28897924455	
11581	3	48	1529.07429647123	
14231	4	16	553.925828036818	
26778	7	14	494.659595012041	
28337	2	37	1195.53056329281	
19146	9	44	1395.64981022647	
25892	10	4	185.035272885596	
24106	8	30	977.736151077662	
19228	2	41	1312.9678452541	
12147	5	4	199.823055323131	
19156	4	45	1436.90594456946	
27535	3	39	1245.62087467202	
8524	1	13	462.364544338716	
13923	7	25	829.691386609195	
16974	9	44	1392.22635345171	
8331	8	33	1067.36609639012	
9045	1	39	1263.87452910835	
15420	2	25	820.852842415149	
15256	8	11	396.221644466846	
28110	6	5	216.833660927058	
10761	1	27	893.958372070435	
11430	10	45	1425.09849182567	
14086	1	20	657.805183612651	
21878	7	18	623.226459763584	
24524	4	48	1529.2674303098	
27288	5	6	244.902027624148	
28068	2	37	1183.31663078783	
27090	2	7	272.652249351448	
16913	1	34	1085.70389399571	
13826	5	46	1454.39432573244	
19320	2	3	160.670449957564	
12552	5	25	824.068815309586	
25996	1	5	224.103774718989	
22775	8	16	548.804815965148	
27156	4	3	151.314799595305	
25506	5	45	1439.66408856197	
18259	2	6	233.608148393039	
10242	6	39	1242.54624834403	
9389	6	28	909.925955287146	
8427	9	33	1074.68671208	
18062	7	6	254.508736475608	
23050	10	8	304.517250351849	
28666	5	38	1234.22069797023	
10226	9	3	149.926038454252	
12976	7	36	1151.18955501876	
11184	4	5	214.478377687968	
20035	2	35	1139.98183053917	
19538	3	31	1000.71693180162	
27159	9	17	592.729838654739	
19186	3	24	789.070667358614	
18091	9	49	1565.66786838959	
22230	6	26	855.495153356108	
23424	5	34	1110.0685463427	
27552	7	3	158.337199985207	
26953	1	27	878.300748056872	
9609	8	6	249.190487418878	
11209	3	29	951.269112858581	
14665	9	48	1530.69936827323	
22596	5	16	565.392164702244	
12203	4	32	1030.62853566866	
18694	7	7	292.333179438642	
24520	1	48	1512.38302353415	
22878	9	47	1492.03225708196	
12574	2	46	1458.57351952166	
9143	6	2	119.152605365567	
14531	9	21	692.837129259872	
25360	10	34	1101.51709995303	
29762	1	48	1513.55972837357	
8320	2	23	758.376587013889	
12128	4	49	1552.56226488974	
16394	2	28	913.757947997077	
18501	6	1	101.328280764319	
15567	7	48	1510.926887128	
25541	3	28	921.534932386845	
8910	5	49	1562.32492445145	
25654	8	20	669.441121718586	
21986	4	7	270.877793855443	
23141	5	17	587.879145158399	
20370	4	33	1072.03690474482	
28613	7	44	1394.78905262183	
22052	6	21	704.920197084975	
18331	8	7	262.599698986206	
19495	4	40	1279.92241069671	
23339	7	10	376.633226637092	
23652	6	47	1488.72645734284	
10454	10	28	905.175296601455	
11238	2	41	1314.00026896689	
23465	8	3	145.766574733782	
8198	7	40	1270.50406790828	
26068	2	47	1502.12431217643	
16407	3	17	568.394975703394	
24796	10	8	302.908780119805	
22120	1	23	757.154083641783	
21198	4	47	1479.29741961849	
21001	2	26	862.353532641359	
22259	7	9	342.125712941459	
15966	7	11	412.484993269893	
9338	8	43	1375.64717844857	
24590	3	2	110.773433088685	
29771	8	16	538.352425758891	
29388	3	21	712.961277734936	
14487	8	38	1226.4221021656	
16975	6	8	322.340344787734	
21997	2	19	640.167573764998	
9932	5	46	1475.31271936154	
11095	9	49	1544.33958762527	
15217	9	29	944.568266228106	
25168	5	7	268.533613955851	
13762	2	4	196.012275533756	
8268	2	7	288.859626338286	
22419	8	50	1578.31269356344	
8261	4	12	443.389967700182	
17096	2	16	538.662463528413	
16845	4	23	770.603112080415	
19800	8	11	405.708338583684	
10598	9	1	109.733480452436	
20795	10	8	312.46061283744	
9844	7	37	1195.39903044486	
12437	10	50	1569.84706217882	
18544	1	25	813.977308764112	
17112	10	30	978.836860292981	
29512	2	32	1035.75052521925	
15697	5	8	323.055660465292	
12913	5	26	856.252274837462	
10642	6	33	1064.16728918635	
19146	9	21	690.849167877272	
21077	8	29	944.174197122536	
22288	3	2	111.629467509514	
18284	3	2	139.181399745485	
12639	4	41	1300.19921150999	
18408	6	9	336.956128448693	
29953	1	14	495.23061540687	
9553	10	16	557.105712069713	
22060	1	18	613.68447898593	
23848	1	23	761.827774886893	
11876	8	33	1078.49809491937	
19608	10	49	1540.25935419847	
9770	8	22	719.75483693171	
27053	5	14	501.320507275555	
8168	4	49	1544.38686971757	
9487	8	49	1560.60703037335	
21526	3	35	1125.46665501104	
27815	10	49	1549.75429920003	
28126	8	33	1061.64444156999	
19732	6	48	1523.81161861299	
21576	8	5	205.005008003211	
11937	1	43	1364.24631659139	
18812	7	50	1586.55097156137	
13702	7	36	1153.5890810348	
13958	6	25	832.620052188924	
17493	4	1	109.66510010402	
21689	2	25	817.085962825029	
13270	1	44	1405.80011626976	
21948	6	27	896.796124324573	
9712	9	36	1159.51556546591	
12480	10	40	1277.21075251569	
16486	10	30	983.366441700313	
13742	10	33	1066.08806995027	
21120	9	37	1176.00028457865	
8597	7	26	864.463551484264	
29616	4	20	680.165390502738	
25955	5	28	912.938798718592	
28862	2	5	209.352214210365	
28781	7	14	495.813064023765	
15521	4	49	1551.90349788959	
9898	5	36	1163.08207815657	
22705	7	47	1486.28425563047	
16732	9	48	1524.97798454248	
15636	4	1	88.7753371935223	
18248	2	28	927.210243664314	
27569	9	3	169.474126253964	
15377	1	37	1192.70577590573	
20963	1	23	774.078523169308	
21492	3	1	105.460192461247	
24580	10	26	853.370278390763	
10583	2	46	1453.37020528194	
22361	7	34	1085.99622601922	
16038	2	26	861.411218895303	
20802	3	29	932.440656224471	
17568	2	29	939.162281183136	
23229	9	28	926.60285128588	
23276	1	29	957.623225561168	
20101	4	16	558.04038647471	
21579	3	28	906.561347556562	
13774	4	40	1270.53411140597	
29193	4	35	1119.87016562366	
13928	5	21	689.430499137114	
22907	2	39	1260.30958774514	
21538	1	33	1054.16891352002	
29436	7	34	1084.61702237121	
17136	5	4	175.131653219057	
25166	4	16	554.171284248201	
20952	10	35	1143.75455235306	
21204	2	39	1236.85695579129	
27293	10	29	944.221479214831	
25996	1	22	727.668231654758	
16822	10	31	996.114440800675	
10646	10	35	1133.94123517626	
25157	2	34	1109.7409436804	
18955	1	12	440.729540456426	
19396	1	8	318.720752372742	
12699	5	45	1439.26833204891	
12644	7	50	1577.77563436785	
22986	3	8	306.37883737049	
22399	10	22	743.14592593496	
13040	2	15	516.95932419829	
21595	6	2	123.007439655721	
19627	6	43	1380.33992380851	
14846	3	2	123.425845933811	
9584	1	41	1306.14536018397	
10835	5	7	271.214526496462	
22685	10	5	201.95522280501	
19654	3	5	213.647413725801	
29500	7	8	316.838003395516	
14390	8	48	1537.86070019838	
17602	3	41	1322.54216494157	
18909	9	12	434.898412243881	
21558	1	28	902.790866653803	
15318	10	25	825.278952617794	
26731	9	15	512.033332265929	
15071	1	16	553.651579019451	
10874	6	8	305.974667885329	
11614	3	16	550.809071022463	
24001	8	18	604.158314822315	
12578	10	25	832.078590445257	
29007	3	38	1215.30284200576	
18707	8	2	128.95122355267	
18966	1	35	1137.22156737802	
12976	7	23	761.238713246416	
15593	2	5	205.702046736005	
22259	7	16	537.255764481265	
24977	8	49	1552.05499084296	
