idEmpleado	idDepartamento	ventas	importe	
24350	5	49	1541.29160591461	
12952	6	9	348.923105610964	
25540	5	45	1443.73476237233	
11845	3	37	1190.7702267872	
26724	4	26	849.478756435904	
22030	4	44	1400.70335501838	
8191	6	12	435.520645173043	
20283	6	34	1084.45139384104	
12699	5	36	1157.90160266585	
15173	9	44	1412.28146331957	
28226	7	4	197.60490296297	
29512	2	29	938.524021421803	
27569	9	44	1406.7826836029	
19661	1	7	263.550176556944	
29341	10	26	860.882996647099	
14458	2	42	1332.48101985663	
28071	3	3	155.914387887304	
20289	5	5	224.379401832996	
10944	3	50	1572.27298649599	
29896	10	2	124.558790719397	
20610	3	1	87.396864000427	
28886	7	48	1528.9750742209	
8731	3	40	1293.0132373483	
14023	10	5	223.843674018906	
17932	5	17	595.581882202803	
16711	8	8	304.514261998476	
19975	10	50	1576.82644995713	
16263	2	22	721.510048621106	
21064	9	26	846.153297408555	
22251	8	35	1114.61896836507	
16407	3	30	970.897922297426	
9157	6	16	540.301912268764	
17876	3	29	939.125528400357	
10814	9	31	1021.99644479062	
25378	8	48	1510.9903234574	
29035	2	46	1476.22063094574	
21137	9	5	216.477231484129	
23871	3	14	479.119313060827	
20848	4	50	1571.33922586746	
16655	7	50	1599.76364474733	
16869	3	14	500.416582757801	
26466	9	17	576.828672334938	
29171	2	43	1361.68077558357	
9694	6	4	186.661668283242	
18331	8	37	1193.57440359591	
21996	4	46	1461.88153822994	
18931	2	8	320.35175699757	
19101	3	26	860.740059642466	
13642	9	43	1360.47559998952	
26125	5	50	1573.19139624629	
24193	4	1	97.3206518671106	
26409	3	19	636.217035016146	
23563	3	34	1109.83657735858	
8262	1	38	1232.83878272066	
28040	5	44	1408.68236964973	
9143	6	1	92.3165316937103	
17297	9	19	655.909868262666	
13148	8	41	1299.89108835342	
13582	10	20	675.1883445844	
8524	1	18	624.964494437428	
9090	4	45	1423.87690506125	
20364	7	41	1314.01059655194	
19720	5	8	318.298096432489	
12465	3	2	123.282634300777	
18744	8	15	521.38354102214	
18248	2	39	1257.30299069421	
8984	1	50	1599.39849302145	
18002	5	13	464.786238812276	
12726	10	9	352.559853099547	
25363	10	30	984.662365701358	
12843	2	37	1196.0037883725	
9875	5	40	1276.79507482648	
10236	3	6	253.04017596554	
9338	8	50	1572.50934174867	
22038	3	38	1224.1422079616	
17207	7	34	1110.56819166549	
28444	3	6	247.29429863733	
18562	3	37	1186.35156906506	
19517	3	19	630.269270422994	
12552	5	22	733.700343972864	
13287	8	50	1584.16250500091	
11052	10	24	796.086390314664	
16410	6	29	961.03444863159	
23311	7	27	872.961901162268	
9846	8	34	1097.29831649796	
21928	3	12	414.68088728128	
11659	1	32	1030.46533491018	
12743	6	41	1306.2867456797	
28295	10	38	1213.31407514089	
24317	3	47	1498.67379176369	
8142	4	27	900.310762683074	
20108	1	15	516.58614313071	
21670	7	44	1403.93096847643	
18991	5	32	1026.37473143003	
20727	8	6	255.886739686079	
10456	9	24	786.405986205864	
19393	8	9	338.530575902448	
10933	10	41	1318.3981412828	
19368	5	39	1265.2781272611	
27746	3	48	1536.27141290171	
26961	9	46	1462.48304520849	
24805	3	46	1455.56551818529	
24978	6	17	588.180206542919	
8709	2	13	455.813234288158	
18868	1	13	457.187607873784	
15708	9	12	420.525577040634	
23434	5	13	463.176859050606	
14110	9	35	1137.32723560991	
28026	1	1	88.6965747590626	
18308	9	10	378.114177984239	
15980	8	45	1445.02223305638	
28109	4	33	1069.55829919761	
26769	1	23	749.621817930425	
18361	4	49	1541.48800061154	
11417	5	19	640.801989436523	
25973	9	21	707.790514746583	
12386	5	12	432.976147920348	
16060	9	32	1045.33619527022	
13754	1	18	625.984317802817	
25000	1	4	186.70265374086	
22520	2	8	306.837655784021	
10609	3	10	373.111747341748	
26480	4	26	851.472163671382	
22782	6	13	453.886061335861	
12136	2	3	164.351603018284	
24440	1	23	759.417645241794	
20900	10	46	1472.86410635005	
19839	2	25	826.665444535513	
22356	10	44	1396.62260206259	
21681	10	15	517.736221755732	
25110	7	26	852.037615763041	
24467	2	15	528.896157354534	
25550	10	48	1521.07344180396	
15761	3	21	693.997857521287	
19504	6	27	871.217298764371	
18571	1	5	208.596986815611	
29334	7	7	287.906183771745	
9247	4	17	585.221214343431	
23919	5	14	495.774293288483	
29291	2	23	756.772739457326	
8995	7	49	1551.50402823067	
8578	5	47	1493.13809930027	
26666	2	41	1297.59017092064	
21826	9	28	915.199897156656	
16338	4	2	133.651558707306	
9769	8	45	1430.75246348546	
27051	5	43	1366.96432520028	
10355	9	46	1462.44296786489	
14452	3	13	465.572741993504	
15465	9	36	1148.0962249395	
10465	7	12	433.429838285516	
16810	9	27	893.194380632227	
10232	1	23	772.413823479979	
10185	1	36	1158.57547352024	
25300	4	41	1309.43375711769	
24883	3	36	1169.37129786674	
23449	4	20	684.093354513912	
15946	1	5	214.294145207058	
11785	7	10	371.461631269875	
29805	10	41	1297.76996263199	
26187	9	16	547.661470690585	
24641	1	39	1236.51141451509	
28684	7	42	1340.70463354732	
15008	6	36	1170.96035300333	
11637	4	35	1126.0765622212	
27292	6	31	996.126075701847	
26029	9	36	1148.48485739365	
27828	7	2	135.623960409138	
24271	4	23	750.270701847165	
11402	4	15	512.205002620912	
12980	7	14	499.884330974838	
24371	3	45	1447.75493357692	
22308	7	19	629.561901981738	
19594	9	46	1469.21157834549	
15291	2	6	235.198625510185	
27555	2	11	413.699556483747	
12124	6	20	675.521576421113	
