idEmpleado	Sueldo básico	
19400	12145.6274446778	
28173	15335.4439620559	
19035	12013.1160039516	
19499	12181.1461915174	
23223	13535.5897124557	
9149	8418.18323005838	
15675	10791.4837090259	
16086	10940.7077966913	
13827	10119.5369186436	
25042	14196.7153876073	
15828	10846.6620384001	
18128	11682.906167434	
23017	13460.5285774267	
20971	12716.2830479053	
29510	15821.3853164676	
16291	11015.2256949876	
19026	12010.0003462331	
19825	12299.4872649664	
14205	10257.521146097	
10482	8903.09200105401	
16713	11168.3592252286	
25993	14542.2321402199	
18595	11852.8511765659	
13839	10124.5510997831	
25542	14378.0469179051	
12682	9704.02098153905	
22251	13181.1812097119	
23480	13627.949341027	
29732	15902.1103679678	
13644	10054.1529329746	
9165	8424.1744170078	
18066	11660.9570401073	
19782	12283.4037562289	
12757	9731.18881589323	
13900	10145.8230103114	
13182	9885.66393865536	
13922	10153.2718698277	
10908	9058.35096959879	
14126	10227.2584597707	
28185	15339.3094164037	
9481	8538.97492985193	
20871	12678.6643660994	
12423	9609.66938436482	
14392	10322.991532424	
8261	8095.10487322468	
10285	8831.17794284186	
14527	10371.6930758076	
25883	14501.5016302939	
19526	12188.7101811304	
10197	8799.39929433139	
18195	11705.4210993021	
18332	11755.4259615743	
14490	10358.2656506255	
15601	10762.8513922742	
14831	10482.0780765647	
23417	13603.3953044579	
17582	11482.59278549	
13192	9888.56490416851	
23967	13803.0992736123	
18544	11831.5687309166	
16907	11237.0020203465	
22207	13163.5343679988	
16361	11038.5974287235	
8179	8065.38398566907	
23884	13772.5409705995	
27764	15185.7049982928	
28352	15399.5024112051	
18261	11729.3397615335	
15072	10570.4600375939	
24331	13935.7213778122	
10369	8861.95382515991	
16122	10951.6493766343	
13696	10072.2288051956	
16029	10918.2117296933	
8999	8364.11707120208	
25853	14489.6948591292	
21574	12932.5627558551	
12203	9529.85964414191	
13578	10029.4462265584	
23262	13546.8689750633	
28166	15332.3279057314	
26376	14679.679579418	
11954	9439.23915989662	
27535	15102.7110736364	
25464	14348.7318336725	
20847	12668.7484554335	
11579	9302.69138948186	
12178	9520.55236395474	
27938	15249.1107393285	
20500	12542.4277058534	
25614	14403.0711531653	
8726	8264.70696565914	
16959	11255.2516959865	
25593	14395.6897288541	
19289	12102.3073960572	
17288	11375.4405618531	
12507	9640.06693737584	
12244	9544.28539869575	
20524	12550.4505618245	
10500	8909.39987493185	
11933	9431.67553163677	
26274	14642.3533142742	
18819	11931.0415927	
25200	14252.9888033182	
29829	15937.4454691715	
10070	8753.77172266775	
12628	9683.19715637862	
28465	15440.0539209321	
14603	10398.7343210721	
18988	11992.3832174355	
9842	8670.83254860287	
13371	9952.73314134811	
29613	15859.1186776101	
8703	8256.23029854904	
20384	12499.2408251852	
20545	12557.3224409285	
18249	11724.2952081022	
18833	11935.8863550871	
12721	9716.65215199657	
11035	9103.79251516601	
24186	13883.013608811	
24174	13878.9500472503	
20331	12480.229022205	
24585	14028.0323317405	
28718	15532.6502246469	
9641	8597.24685950076	
29166	15696.3976806479	
18114	11676.5390763416	
26749	14815.9043336361	
21729	12988.676509349	
21347	12849.6279217534	
17322	11388.2773571593	
21703	12979.4090823174	
11079	9120.04635162654	
19326	12115.1934434265	
9895	8689.97459145727	
15562	10748.637986718	
16768	11186.2503565784	
27706	15165.2656044649	
23393	13594.9601110047	
16215	10985.5512990549	
13121	9862.63746854972	
27587	15121.8180428826	
16963	11256.727521893	
18655	11871.5951572506	
20249	12450.3380118172	
9113	8405.58828804902	
16252	10999.0213974374	
13216	9896.44890366888	
28753	15544.9849551287	
29043	15651.1453537509	
23694	13704.1805822887	
29527	15827.6332466992	
17483	11446.6580466585	
16327	11026.3862661209	
17775	11552.7254843864	
13948	10162.1242920692	
24242	13903.0092609595	
26487	14720.3385786714	
28188	15340.1986096707	
10904	9057.37404201989	
24525	14006.6580800371	
9713	8624.14958729602	
22883	13410.0578117231	
27643	15142.7552956821	
22533	13282.5551914436	
