idEmpleado	Sueldo básico	
13878	10137.4661336362	
26412	14708.7361992843	
29059	15662.8626471678	
19772	12287.8355254828	
27133	14969.380311188	
29812	15930.2487894568	
23211	13554.5735645828	
28322	15393.9997625509	
11143	9138.15896638583	
23188	13545.5809261396	
19854	12317.4953778821	
12544	9647.36945631326	
29461	15807.0667794939	
14129	10228.4755717164	
15184	10618.5790163551	
27582	15128.2267082148	
16404	11070.0176782301	
14383	10325.6768744093	
9953	8708.15539393022	
23238	13564.4501622601	
10288	8828.24202665512	
20125	12414.4145382635	
24528	14031.8152858093	
8455	8164.06467937122	
20685	12620.0510061439	
8501	8180.69413312743	
24184	13905.2527760646	
23335	13598.8166209305	
20419	12523.6304162646	
17881	11613.3248301285	
27440	15080.4697606156	
29107	15679.0706960853	
28572	15487.2677733597	
10525	8917.86416662757	
13414	9966.96565019291	
20286	12476.9314362094	
8511	8183.76102679584	
22376	13247.0455343123	
25295	14308.4842890075	
25503	14383.1558070998	
13982	10174.7840094263	
11352	9214.56738617949	
11756	9362.79932100456	
11531	9279.22331601345	
17653	11526.7712266775	
19876	12325.8064707396	
12305	9558.84680969587	
28160	15333.9269158123	
15133	10599.7904476709	
19442	12167.5104704534	
23570	13683.2438994587	
28179	15340.7819081753	
17535	11485.3410066503	
9145	8418.12675838271	
19654	12245.1950182417	
23677	13723.0515953726	
9869	8676.92091347506	
28605	15498.7979677966	
29071	15667.7845193389	
26632	14788.6861780606	
13567	10024.9960133922	
29881	15955.7569436523	
15877	10870.3693462863	
23128	13524.8341362573	
25739	14465.111165524	
20727	12638.4246817969	
13940	10160.1016829536	
26906	14889.2026128663	
8731	8261.50992152352	
24829	14141.6475801457	
27058	14944.465681419	
23948	13822.9721439178	
19012	12017.1925854018	
14382	10324.9995868304	
17263	11389.6661528338	
28922	15613.6746404756	
16354	11051.615217259	
21038	12752.5919697958	
20723	12637.2934526938	
8812	8294.24453540437	
26168	14621.8473234316	
26032	14571.3258602523	
16202	10999.0261732596	
8976	8356.11994581116	
24249	13930.0809306698	
29279	15739.6878524403	
19507	12193.729689435	
27400	15069.141014977	
20819	12672.6691483858	
19645	12243.9140548203	
18404	11800.0105227344	
9893	8684.96305899926	
23276	13579.2610149734	
28659	15519.7981109469	
19957	12358.1597937076	
14098	10219.027065774	
25389	14344.1980398932	
18501	11837.9651847472	
15707	10814.1121504894	
26902	14888.3465448806	
13950	10165.704787786	
15313	10669.6441968296	
27412	15072.4169942888	
20233	12458.1428675252	
22302	13223.0447890344	
29612	15860.2717555409	
17085	11323.5893227735	
11201	9160.3414198199	
21784	13028.4606055489	
20707	12631.5203777661	
15317	10671.4363781137	
18748	11924.3289436793	
15847	10861.5045151028	
28266	15373.5399839345	
8460	8166.83885462901	
17445	11453.6701531399	
21586	12956.7307703927	
14901	10514.2494004752	
28870	15594.7532055875	
26451	14725.4233130838	
9217	8444.69499236191	
