idEmpleado	Sueldo básico	
19822	12325.0489851111	
22564	13350.0812115847	
19543	12222.4386428587	
10523	8922.52207962914	
8211	8074.35304674988	
24534	14064.9830615451	
9092	8404.53436617019	
15959	10925.2674295219	
24755	14135.5752563735	
24333	13987.2583923802	
15528	10768.8557294984	
23833	13800.7238310765	
13648	10075.900469942	
18123	11721.7569107757	
16886	11274.2781170058	
14099	10233.7497669429	
12723	9745.21480954495	
9074	8398.03370479403	
23298	13612.7036016494	
22779	13424.3585790621	
25727	14474.259871279	
21758	13034.1935516494	
20690	12644.4785467556	
11378	9236.88051534671	
10286	8832.99620115803	
17468	11482.4824982707	
18776	11951.3264838379	
12472	9651.10148193832	
20098	12416.6234640482	
13020	9847.62255933491	
15550	10778.0250808122	
13668	10084.0856219102	
19195	12098.0481487224	
19664	12259.2762914762	
27299	15037.1169517921	
26242	14663.4822034573	
23182	13572.4184390029	
20187	12449.0508942162	
20317	12500.2090728377	
25675	14456.851522651	
8859	8317.4884246278	
16675	11195.9250956755	
18696	11920.6657912213	
24997	14214.2106509834	
10468	8901.77634027869	
19411	12175.3012035858	
9747	8640.72890237008	
28937	15619.5146178918	
9805	8662.5714826689	
9647	8604.63750390552	
10604	8947.40956320772	
11029	9106.26516542689	
14599	10410.5256136556	
26499	14751.340206131	
9749	8641.17713302429	
28025	15290.8554334617	
9941	8705.60266482905	
16126	10985.558127512	
8249	8089.5258784711	
20567	12591.8705484792	
13773	10113.6565777071	
26506	14753.4328842319	
25818	14508.6439654737	
19740	12287.9526970386	
16719	11209.233311568	
9883	8684.77010758816	
12619	9702.6756823541	
23886	13816.6241784657	
20812	12684.6399589836	
20616	12610.7959135486	
20747	12661.33132794	
22447	13296.1639153288	
18635	11897.8246319563	
27644	15155.8520789984	
21946	13106.8701544343	
16912	11278.3347756035	
11053	9113.52776042816	
25607	14430.2678957722	
8897	8335.10417506802	
20737	12657.6949975722	
15740	10841.7535959006	
19851	12331.8118659462	
10706	8988.52999926942	
18396	11811.9859601427	
10470	8900.21299612718	
12532	9671.75991538528	
29117	15673.5600082546	
22567	13346.7079425914	
17827	11618.0991584519	
29329	15746.2615183304	
24266	13957.8795386282	
15054	10586.8603114909	
19934	12359.5250157451	
29759	15908.3385243585	
19886	12343.1949449439	
12251	9564.05554039593	
20824	12687.2811302018	
28965	15632.7130941826	
16161	11004.9773394153	
8590	8217.00623269054	
14755	10472.6255212317	
15684	10824.1047239043	
15989	10934.8746589082	
19057	12051.7755691203	
18759	11943.3061759655	
17920	11651.245647879	
22225	13208.4405334706	
16837	11254.6735346572	
12451	9644.47005169674	
22624	13362.8423574208	
24894	14177.3276730335	
14214	10275.3347690568	
15222	10650.453952444	
17335	11431.8308808989	
12740	9750.11695257859	
23793	13781.8447117609	
23753	13764.9028849625	
15350	10696.658005331	
17217	11387.7397009114	
12175	9537.47339618275	
10758	9011.21009933353	
19933	12355.9677397627	
14007	10198.5250200138	
21500	12938.3784406532	
26228	14652.9163749204	
13639	10074.4710164491	
10573	8936.63889958367	
18897	11989.4861075978	
15647	10812.6571340545	
17640	11542.8146140384	
26060	14591.0536454018	
12021	9480.81466624551	
17317	11425.2905563569	
8334	8118.09794237749	
13977	10185.0694763405	
8047	8017.64887199628	
11816	9396.93720703802	
21501	12936.7544301491	
29653	15868.6797841772	
22327	13248.9673482482	
20236	12463.3193819147	
20124	12418.8864735974	
18073	11702.2378908946	
25125	14255.2568010312	
12260	9568.93384529694	
18011	11682.5447695714	
29837	15936.4063590469	
10544	8927.69413484619	
24837	14158.2215717799	
25979	14561.3502331829	
18356	11799.1526554335	
13413	9990.62312487076	
19634	12244.9733932712	
11995	9467.50394323259	
27786	15205.796133357	
24709	14116.657781469	
9702	8625.57970389052	
24367	13996.496218255	
22725	13398.8591942	
13094	9868.83515951635	
15392	10714.6067482953	
11334	9218.95442587275	
9192	8442.01640060265	
24667	14101.6554376584	
26571	14771.788712019	
20862	12696.513006788	
26774	14850.0442126999	
14917	10532.3560100665	
11418	9246.76140455844	
12696	9732.46808058232	
20019	12384.9075047229	
10273	8828.14845481336	
15711	10827.9782211538	
24781	14138.7723526632	
21887	13074.154014268	
20580	12592.3236257361	
9781	8653.72984886809	
18766	11943.2682189826	
17169	11369.4445953562	
16088	10970.3716053489	
13841	10138.0646574023	
8026	8008.94476473748	
23953	13831.2645358179	
19653	12251.3069008716	
29317	15743.6619586049	
20604	12600.430520531	
22293	13235.8412729743	
13331	9957.78661312432	
10496	8912.30180902048	
19116	12068.4116948715	
28314	15392.0691681058	
17243	11400.440988783	
28708	15537.8952359491	
24378	13999.8446246608	
14921	10534.3605999529	
16809	11244.364956042	
18873	11976.8700729948	
23291	13600.5824532363	
28552	15483.4680890122	
21337	12872.420838509	
21229	12832.5005568715	
22744	13404.0503489804	
29136	15680.9327302877	
20139	12425.7534911976	
13945	10176.44272846	
16083	10971.0042006201	
27670	15162.6449037169	
24683	14106.201040608	
20038	12393.3499289646	
15128	10613.4725076209	
22893	13462.9279326009	
20822	12682.3114849079	
15157	10627.0516228988	
14630	10428.487588851	
29287	15730.7705021141	
